Drug,COADREAD,LUSC,HNSC,STAD,KIRC,UCEC,BRCA,LIHC,CESC,LUAD,ESCA,PRAD,GBM,SKCM,BLCA,LGG,UCS
ULCORT,0.8358690000859406,0.8096876177775594,0.5622616244464046,0.5454263344238087,0.2234080065775878,0.9153463232207769,0.5861210241992154,0.8500236761032869,0.46461145102139334,0.4706449182809624,0.7980045436563843,0.8192112412026018,0.8419876312309433,0.5947889236285403,0.867716525631248,0.2056298460145734,0.8301210185779087
"N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE",0.5553131487934656,0.5517775447857244,0.5322513621209632,0.5361546520724587,0.7916855760830037,0.5494037348834875,0.4280094646245842,0.6125751396010446,0.5490675879752734,0.5294269476785726,0.5339302067998387,0.6534870391622084,0.7150058541779751,0.5305275056268886,0.2285069232999063,0.7600767881418298,0.5783438041375746
LEVOCETIRIZINE DIHYDROCHLORIDE,0.7134709000164351,0.7311209528058861,0.7811790273369963,0.7595242584298353,0.7715535933448016,0.838542489267601,0.6784709947094774,0.6214171411581366,0.6479907925168626,0.6984609475812931,0.6028141214617517,0.8142200679048208,0.8323931971462308,0.27378490298186553,0.5516589641495601,0.7590035481285171,0.6655980711924039
ROXINDOLE,0.7617050380983683,0.5524932986840871,0.5717698067909478,0.5501298089401845,0.881091370841091,0.5645326067418688,0.5585211982164194,0.5578695527763792,0.5572911233590053,0.5573746222765984,0.5448140274973918,0.8974355879720988,0.927090423362128,0.8814373114295841,0.5753738153675663,0.8547711898130321,0.5388568679522954
INDOLE-3-BUTYRIC ACID,0.2764874234475593,3.218544390752486e-37,1.1318571235828376e-19,0.5418405997162942,0.8018977012058466,0.5481370983032382,0.6625067403467627,0.586466696926837,0.3357753029173348,0.6396465681134827,0.4158284208426928,0.5641775644381328,0.5707742186988918,0.4327889450325084,0.5431768313963576,0.44171816517432966,0.5451596001315374
ISOFAGOMINE,0.5322898332589461,0.6931026951064614,0.6972031602211537,0.7000397830136238,0.7115467048834612,0.809186699466448,0.7247647511480415,0.7493120861616634,0.6851481872686315,0.17479467371895713,0.7209096901295461,0.7172880695318521,0.23198209530141922,0.43060984724883183,0.5986807092962403,0.7906966338143215,0.6239106260719883
NIMODIPINE,0.5493975465580694,0.8683400414928582,0.5627815844433565,0.5374582416908317,0.5451092988873829,0.5880383742835928,0.8274963592263976,0.56036536500627,0.5456509454045253,0.5498962870710008,0.536191082867712,0.5383236613703305,0.5860855417298819,0.5432125214643587,0.5833038462942554,0.5763097477231256,0.5493822333437128
40312-34-3,0.5436155526019804,0.6244161668081561,0.5384883241959398,0.5441160720620797,0.5843311865307992,0.6955394162478721,0.4002890219132952,0.2522423105354767,0.5856983419749456,0.3995528134411549,0.6283409118636203,0.5383602026867573,0.15561982952144632,0.6995377777080267,0.5642243907681906,0.5499040759999447,0.5279224169398667
BISOPROLOL,0.555058953030458,0.7684512525990048,0.6278837575731218,0.8524153379128294,0.46979352401159535,0.8519593299955426,0.5516070355762726,0.7948947405056062,0.7958573501556911,0.7505567312314849,0.43823444803068795,0.7458594556382295,0.5013856052717451,0.8163170273231949,0.7980665173401272,0.6122507005230342,0.7925901669245535
AT9283,0.5683148973060992,0.35809574533814104,0.5313550261861251,0.5610941975537078,0.5621920691185667,0.5961244968230925,0.5319521640753921,1.7690220997291927e-07,0.33527361498167374,0.5778472830904374,0.547192952950605,0.5501334759167068,0.5308689680967733,0.5743554901939669,0.5574041777275471,0.5561083822797012,0.5282278796759301
IDOXURIDINE,0.7026833275210896,0.4864459279242837,0.35446322268257824,0.7278459985534367,0.6743161185670014,0.5928110274902192,0.6337539195941401,0.5858607791100655,0.23056605526136625,0.661885438168621,0.4074513538147059,0.6957556269025122,0.45752003545576453,0.687080461223818,0.1753740922571122,0.136299006497497,0.27690068503587867
AMPICILLIN,0.040296275212899565,0.007927912618845201,0.4926678053912116,0.006380690785681874,0.08657988051126536,0.374122356107758,0.07380048381774924,0.06240624560513952,0.2385473730156411,0.41964699682535794,0.31842185462921224,0.030424803882221137,0.1658673359499429,0.5672049342197534,0.37537718484027627,0.5227191545441431,0.16452131450014257
CHEMBL211769,0.6001361464822412,0.6115357629713678,0.46067271713367064,0.6163339888301659,0.5368584540562192,0.5193217966354462,0.33314263376954883,0.06083815801587996,0.4380461936912252,0.5642850179565336,0.6036250393426381,0.09846324761666536,0.0059435176020191625,0.11913183801832311,0.6228380274778227,0.272133199424234,0.5696526267813043
2-PYRIDIN-4-YL-BENZO[H]CHROMEN-4-ONE,0.7052474946604027,0.7007134634268858,0.7024778143914934,0.4401185594413653,0.7305853296384697,0.7374714231890478,0.6651283842139224,0.7724453932852289,0.6509995024931163,0.3606280798439102,0.7490091016725989,0.737927169909163,0.5389931797098187,0.5899983973143378,0.5450049731812499,0.7432938348622291,0.7491807949321637
DESULFATED GASTRIN-34,0.15398861772745948,0.8207972274248099,0.839130767303153,0.3502905760833359,0.7558074623692609,0.5450417889030122,0.5358930424121698,0.5604110168656713,0.7693631908249773,0.77945298813316,0.7875123732465883,0.7712715418002813,0.8035061162950555,0.8485597102597371,0.8198628053665831,0.838936400168397,0.7761884845152432
GASTRIN-14,0.15398861772745948,0.8207972274248099,0.839130767303153,0.3502905760833359,0.7558074623692609,0.5450417889030122,0.5358930424121698,0.5604110168656713,0.7693631908249773,0.77945298813316,0.7875123732465883,0.7712715418002813,0.8035061162950555,0.8485597102597371,0.8198628053665831,0.838936400168397,0.7761884845152432
ASPARAGINASE,0.3653390024266166,2.4968725447786405e-50,3.3550087317251573e-50,0.39797248996605733,0.38402961880754277,1.693908640531378e-15,7.463582197934558e-75,4.143872828622289e-26,1.2826458596312698e-50,0.0,4.713483294589972e-26,0.07571562056567832,0.0,8.91653299786738e-76,8.672446417381629e-14,0.0,0.0
FLUDARABINE PHOSPHATE,0.5751343270041624,0.545825979444333,0.5760382100382675,0.5648992866829655,0.5835285024358418,0.5788670609348529,0.5420831726479717,0.5766448859987052,0.5546686251108942,0.5890423948396308,0.5529862752307921,0.5683328302773408,0.5652584335626264,0.5818104627598368,0.5932730951310413,0.5505511214000044,0.5542324036421173
ICLAPRIM,0.3881333675651122,0.0014784659253506982,0.009917571702060016,0.19275066752559905,0.29401582571068374,0.0163766343774445,0.030701523981660997,0.005601453250377316,0.09616279019742419,0.01670163852172381,0.46016152473241895,0.0399049951081763,0.04747185830803297,0.000244835046588696,0.02947173428541474,0.2012913315028783,0.0018095401434203206
U46619,0.5650262152950584,0.9053117039639693,0.5619018555715052,0.5523870583630246,0.8403931009698411,0.852372681542124,0.9263214523307481,0.6890626809057094,0.5652564567325709,0.5511097316120823,0.5415784169623721,0.7075090661768371,0.9169464809936146,0.5275457111502513,0.5770923001718589,0.7864887034994115,0.8154755216332059
LAPAQUISTAT ACETATE,0.535281183163025,0.5272985891262613,0.5446200485004978,0.5301152675226848,0.5370544709012769,0.5042146684264518,0.5237431430297574,0.11104804860738399,0.5364300840780615,0.07038963977464471,0.5246634215859727,0.5342902232484046,0.525491261546158,0.5327878195394031,0.5063352086998566,0.5310277990005963,0.5317680926960855
"PYRAZOLONE, 1",0.8175354608267831,0.6704914190028379,0.7371330172562587,0.8304860314050448,0.7819804646271467,0.5387736612092062,0.7908739413536222,0.7497949557383524,0.6816530527133368,0.6047119158424723,0.5225886730715255,0.6124818879165539,0.787301569744719,0.8249419117465694,0.6661366717393569,0.8009637835872248,0.7490338058276795
MOSAPRIDE,0.7645442933629185,0.8040815941216722,0.8399601308279085,0.5493053054570395,0.8099414923430157,0.5578152232336088,0.5524656026764984,0.8456293458286457,0.5534591834287524,0.6865856320947036,0.5505470157837841,0.8307899221639365,0.7923954027623963,0.6238468834512079,0.5539871760247016,0.825916823062216,0.8011924031996591
ACEPROMAZINE,0.8163726261396491,0.684386361134858,0.7987388559835786,0.5482864909178563,0.9375811702230022,0.8952134080638838,0.5548493755927945,0.5479074576284361,0.890064777803319,0.9193172095870279,0.8449937622708441,0.7616650998420911,0.72686957841514,0.674976092706596,0.887607510732342,0.9161200053239178,0.5483310176975109
IRINOTECAN HCL )TRIHYDRATE),0.39124827839495097,0.591921974834061,0.3220563091343195,0.4710692655591286,0.12811588497295373,0.5713345760965929,0.34764287093596546,0.10163420770978326,0.6110963328712287,0.3974711806158909,0.4951874429534903,0.46772538969762545,0.511336030140287,0.17613590577469268,0.1046352977956499,0.6130252274559269,0.4708031231049498
9-BUTYL-8-(4-METHOXYBENZYL)-9H-PURIN-6-AMINE,0.6535452624863792,0.5571821624291394,0.7926477171972941,0.6943948585098471,0.7499464904399413,0.6199239921089303,0.7963175512652312,0.5809070992607955,0.683060164834132,0.7798110358915262,0.5787088706220975,0.726848764059869,0.7657896012173773,0.6136068376284135,0.8211943141716295,0.8070945634092186,0.7506324371705106
RONACALERET,0.7641680724414901,0.8175953764008499,0.8765646482563683,0.30477998949379653,0.6700582249984323,0.8879322114824935,0.6855396554472071,0.276656987247779,0.5777712924497354,0.7432779664413801,0.6784374154487602,0.7392043210428165,0.764989135240209,0.541959878282848,0.3699901852268734,0.5413918060853269,0.7235599350973702
TIVANTINIB,0.6150365821356221,0.46171725213094733,0.5403946452963584,0.770320837171441,0.26257537499512706,0.5261593148008238,0.5882647094738447,0.5306671372241643,0.7328946685781255,0.0,0.5374535415702539,0.6667242914073109,0.033354836546323145,0.5786477609378865,0.5557911718057592,0.2239812049499822,0.682856580428334
SB-649868,0.7782863910366296,0.777136330479586,0.6915591122694411,0.5467222343380669,0.798367929994154,0.7422385064188769,0.864640762869827,0.5440271450594635,0.49648070421000273,0.7226486752168368,0.8549515319649588,0.8923846925828287,0.8643802603613704,0.7902439599879909,0.8423740689269719,0.9044667654991716,0.8365035193046613
FATOSTATIN,0.5312732412877832,0.5351165574206287,0.5483996741354912,0.5243920051917049,0.5252124221044264,0.5359394943751009,0.5354415057170602,0.161075169664881,0.5258326474536472,0.31892522721469485,0.5350262621532691,0.5323598669577455,0.5354015314446611,0.5360819243185831,0.5364170703901326,0.5272114812742702,0.5306116674300068
1140909-48-3,0.5496243375051818,0.5875269117480106,0.5314054273880056,0.8283683636900969,0.4297717660801196,0.532355044831384,0.7392597160229373,0.5255614435135411,0.8070413266581689,0.0,0.5302369073698147,0.7492431950346208,0.008282014584867237,0.41374232088087814,0.557955525168399,0.5178415715477541,0.775260825943886
M-CRESOL,0.09275365400676794,0.005397583624301322,0.190558375593885,0.04361776455611975,0.06768085686257538,0.24339820383910987,0.09707791938644106,0.20552914792878868,0.05113561514114364,0.01174596655696337,0.00047961300271019957,0.006200543550259776,0.04349204551503792,0.1342904527242912,0.01969329238712267,0.02675535866604216,0.006869352054157702
MK-0773,0.5586495621208809,0.8236079843741382,0.8496220354974942,0.5272680896246408,0.8074700718435466,0.5385834186571293,0.5399338243151358,0.5295305228548506,0.6564482772773239,0.5135533523478533,0.8196065901977581,0.7830960858081341,0.7965520700261063,0.5466055280755201,0.754045317638443,0.8144382702296988,0.5290083258322148
DESERPIDINE,0.5370081567836387,0.3763166205528603,0.5528308716758743,0.23696792724530596,0.11958142291877766,0.41753932636785196,0.5318406656111888,0.2162181511370596,0.4960650323237488,0.715839900362847,0.21098154104353356,0.7623293729514986,0.7942458217901085,0.6366053169695944,0.57027544364842,0.780991288277855,0.7718203033406157
AMRUBICIN HYDROCHLORIDE,0.3688531688956902,0.6777981790570061,0.7760856878412594,0.35985027508469203,0.38897787187758637,0.8991319950474415,0.8405603340530861,0.5383909666312349,0.7167643171241311,0.5513992502711452,0.5655101221604304,0.11739584054704166,0.813213041484246,0.8889590094823092,0.7888761669353196,0.6189063170306703,0.7914606163903493
YOHIMBINE,0.550334654636712,0.5548657030818339,0.5677599563088087,0.5539185883873602,0.8863823523230427,0.5870013571665638,0.5620367778518359,0.557356479617059,0.5630163672826957,0.5579391410248339,0.5412041559975508,0.8837560956094879,0.9403224783878484,0.9636143980387709,0.5945167088477092,0.5560134367215461,0.5422080858396413
ESTROPIPATE,0.7400405748117648,0.5473974419123291,0.5377770684433276,0.6807274549975393,0.6904437460310138,0.5390978434107202,0.021690214758602194,0.6919616568265079,0.5431144643641828,0.7990568508627667,0.5455595658873075,0.531009897406311,0.7455121466301114,0.45072873511467093,0.5439198548713746,0.6772159677880731,0.7309475809782044
GALLIUM NITRATE,0.5607155133700114,0.5683900556250382,0.5929720571258575,0.5869747536774361,0.5714661062391508,0.5943730855783632,0.5648355313304828,0.588974085563848,0.5498862474862342,0.5587249568870291,0.5518112678858791,0.5653964439163925,0.5763400087475997,0.5976092048755769,0.5727262187507024,0.5852010290726906,0.5722945851746892
1-DODECANESULFONIC ACID,0.75534317630863,0.4579134729419897,0.5821228664824311,0.7794462651716932,0.7563495818947088,0.5463798101992651,0.771753097025557,0.5058276363384097,0.4743602575019141,0.7430665502008768,0.17321772712035965,0.763046480114367,0.7444539118894884,0.7831248409325274,0.6271425991925295,0.4856040942862796,0.7332717070452088
POBILUKAST,0.48236419307176653,0.5882243138857203,0.3247689107683527,0.19814513016132013,0.816133549719507,0.733208500257605,0.809298329752695,0.7700617970271113,0.6432915743568253,0.8187697437158432,0.39134258469132926,0.38770170745942545,0.6685492629083205,0.4780546253264743,0.6736260602643638,0.535885954562689,0.6867927564618035
PJ34,0.5558392912103516,0.6336582697217537,0.7033118308149819,0.6620380817564688,0.5319561953983809,0.1175310762614144,0.15222340210703456,0.39610750649627086,0.682184369572315,0.5878285214114963,0.5270064676989291,0.8039870156595412,0.6185978398497679,0.6286517790651664,0.5464240356177814,0.5660553582945126,0.5846878174400478
"SECRETIN, PORCINE",0.7559865763282891,0.7320545807535895,0.5200630516913293,0.41542162029784896,0.701415254414944,0.8323905390013535,0.8000855531754685,0.5764588542016789,0.7688932631895173,0.7731452054097985,0.7194528830723377,0.7391947472746954,0.7934725932629414,0.7757400873820696,0.49306938087946095,0.5494550714323322,0.3720434825635568
FOSAPREPITANT DIMEGLUMINE,0.7739685352937606,0.7352870314739178,0.5169626841195887,0.8069677021505438,0.6930614365744575,0.48712404445814206,0.7773484017439105,0.5708853063566113,0.6273192461989205,0.040176799643252194,0.7371488429254347,0.7166918767615011,0.7193276844493417,0.7548138861989397,0.7716619725504825,0.7685024891494947,0.7096268283131218
2-MESATP,0.33375085350572886,0.47996219087186137,0.7947596552975688,0.7748224844628536,0.6900961015801411,0.5377461980929816,0.5377294280957292,0.38434691584930725,0.5471360477572693,0.3203853835638464,0.544940299183444,0.8397512165316311,0.7074667557752092,0.5578900459879865,0.7527319035772437,0.3080115657311169,0.16649346056945274
(2S)-2-(4-CHLOROPHENYL)-2-[4-(1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE,0.4526787153843143,0.23818540530030796,0.023470924816065303,0.3614227582321941,0.6171501630129969,0.5202950727997094,0.2756865798344077,0.27043016899650263,0.016852433379519766,0.6329329979633819,0.09092478306805468,0.5309984643723205,0.2822711864842596,0.20035676621707776,0.1729358191741271,0.19196979026860872,0.6328949972626507
CHEMBL239857,0.30339732625493043,0.6698418061319782,0.5413297693609519,0.11919293465989922,0.5893899186553391,0.5498745862302714,0.7180173862821625,0.5464585240292839,0.49549524936775635,0.5456297722084936,0.5327415385422004,0.29305015406283774,0.6589734742778887,0.6843035266168034,0.5554431458065787,0.6958236284407792,0.6151680002476592
MECLINERTANT,0.13471643790431037,0.8354966328397719,0.6874049038302611,0.49791817718196957,0.7578266293780673,0.544831771853454,0.7579345560151485,0.6021307422183333,0.5982514377042868,0.8349258441871157,0.5482179085546187,0.530663549107844,0.7846317979335684,0.6884815066983219,0.6827003350592374,0.4462412392263541,0.7713183601679541
"6-ETHYL-5-PHENYLPYRIMIDINE-2,4-DIAMINE",0.5573126895025009,0.7149958466733755,0.7349399714631327,0.7873459213295804,0.7484307246877582,0.7993868793824259,0.23782338123750707,0.7779405753163506,0.7784865251882814,0.719173436180967,0.74036246474578,0.256576597443263,0.7509997225645555,0.7376737493942992,0.5454406976046557,0.8166391218873204,0.6663633137592462
VER-49009,0.6535452624863792,0.5571821624291394,0.7926477171972941,0.6943948585098471,0.7499464904399413,0.6199239921089303,0.7963175512652312,0.5809070992607955,0.683060164834132,0.7798110358915262,0.5787088706220975,0.726848764059869,0.7657896012173773,0.6136068376284135,0.8211943141716295,0.8070945634092186,0.7506324371705106
[1-PHOSPHONO-2-(PYRIDIN-2-YLAMINO)ETHYL]PHOSPHONIC ACID,0.5473776984676435,0.4483130085106815,0.4893123614861872,0.5171317201588184,0.5735261437822262,0.27160755636520806,0.4723624982186199,0.2201898455688584,0.5292435310300402,0.3683298689774238,0.5273714912748292,0.32865761044624575,0.4389717364163562,0.5422260848149361,0.37903321493963577,0.48981670115186915,0.2158955908471878
A1120,0.2652205070198078,0.5442702271175642,0.6319830273541818,0.5446163988965989,0.7783149621123959,0.6520182580675821,0.2941319720546778,0.851657307349768,0.595845198511242,0.8129345120584476,0.3047536793439347,0.7839958276033462,0.828585083360443,0.8318115478743001,0.713880009706092,0.8331866757463124,0.41477920825058634
"3-N-{[3-(5-METHOXYPYRIDIN-3-YL)PHENYL]METHYL}PYRIDINE-2,3-DIAMINE",0.30339732625493043,0.6698418061319782,0.5413297693609519,0.11919293465989922,0.5893899186553391,0.5498745862302714,0.7180173862821625,0.5464585240292839,0.49549524936775635,0.5456297722084936,0.5327415385422004,0.29305015406283774,0.6589734742778887,0.6843035266168034,0.5554431458065787,0.6958236284407792,0.6151680002476592
118101-09-0,0.15398861772745948,0.8207972274248099,0.839130767303153,0.3502905760833359,0.7558074623692609,0.5450417889030122,0.5358930424121698,0.5604110168656713,0.7693631908249773,0.77945298813316,0.7875123732465883,0.7712715418002813,0.8035061162950555,0.8485597102597371,0.8198628053665831,0.838936400168397,0.7761884845152432
ENMD-981693,0.5907601679807457,5.356138816634101e-16,1.4412495082238166e-10,0.5619512815767744,0.55094704437986,6.976459928809987e-09,0.5309684304726687,0.5514323645229413,0.5569378554850971,0.540041491449874,0.5571048522527055,0.5261683237346955,6.535668476065614e-38,0.5528633816570011,1.2444149511331125e-06,0.5431870374132044,0.5296769211697252
688-73-3,0.5247882508514231,0.5175851773430851,0.5412554316441333,0.5386768684598121,0.005911836627907116,0.504988171293842,0.5069429096398695,1.547348186084078e-05,0.4986012996374021,0.00662035230829466,0.519620296580329,0.0024819592756836115,0.0003677129548442562,0.024374573730723714,1.6964282646179266e-23,0.0043932175225978535,0.5300826456715144
CHEMBL273822,0.6101785826401939,0.41525656442565323,0.5201274723748501,0.308329703244046,0.6565857153724727,0.5473157354017638,0.5270095417550746,0.3935718206313787,0.5475470858142653,0.6654577058272971,0.12699037953109066,0.5295324556866278,0.635159026590106,0.37562405506945834,0.7095672633682394,0.3790615336919483,0.6517093681335269
AR-C67085,0.3601448936627307,0.6528615866627945,0.7714609913873791,0.35489634781027624,0.4183860419352691,0.5705250317641487,0.7786818953103628,0.3893556546933361,0.6166262166157495,0.5585396324982003,0.5583398241325627,0.5680308810362132,0.8062243879048427,0.5410611679261881,0.8369473704914518,0.057386307761076595,0.2975494791644415
SPIRAPRIL,0.5365405388129475,0.5912560930494213,0.46314754924815904,0.35724385615864085,0.690117246130691,0.6628826618512738,0.6355683006901768,0.33367118158679854,0.7003856382674366,0.5829172057472853,0.25344033586537906,0.673008407988314,0.7323166843727056,0.6983251916075216,0.573516082101866,0.684334180131581,0.7029832029163464
TC-2403-12,0.6514476884135377,0.6712544328529036,0.4068330354861416,0.6440796048416391,0.32107669025731755,0.7509367288155777,0.7410799445358887,0.22543127403308028,0.7231838598692,0.49344051416443013,0.5189964740496796,0.7378838338189015,0.5239783526937397,0.4975626820903469,0.6045065245635433,0.4148327316189637,0.5164477708867138
4-CUMYLPHENOL,0.31866730408570143,0.34476293705387306,0.5091035735886255,0.2842816354573472,0.16119520684857214,0.3195818929771135,0.5708177281149314,0.33226900586253155,0.3601657509129299,0.23604886836682337,0.277090832012241,0.6248645037236739,0.6020313304447793,0.6449199394207795,0.24942800559349887,0.20913363228759563,0.5139205665239411
GSK1059615,0.0,1.566999558796094e-23,4.176914112919401e-10,9.87412286906757e-09,8.80867693387626e-22,4.694166757902095e-23,2.5767881696075004e-20,2.191622963888153e-08,1.0532858942956205e-17,1.0857466291119475e-12,4.575737311482375e-75,8.246064656969134e-33,0.0,0.5637319830808943,6.1961212417135204e-24,3.6446365929626283e-25,2.872213916831456e-90
ZOPTARELIN DOXORUBICIN,0.7988899987598366,0.49440837221320777,0.233258535346824,0.8593509350899388,0.39443526936271406,0.5430080492868641,0.38272219264059953,0.7097716574906034,0.5110067761872739,0.5362570249484057,0.7664401706754788,0.8028324305460751,0.3586626102957916,0.8217587732374332,0.22425271772528876,0.8127945108207593,0.7576346652323174
OXYMETHOLONE,0.7658447178126152,0.5950423542074246,0.6099283260336544,0.541743097686696,0.5319139753563416,0.38743509569931817,0.5484446186792696,0.5287401279744244,0.671072744451186,0.5061923467509477,0.5760195362480163,0.20746390624073274,0.259634447622994,0.6314466519760757,0.5448817152710095,0.598617124131777,0.5396818712093613
CYPROTERONE ACETATE,0.5383393822164816,0.8742629321690578,0.40600611529204006,0.5331224870384667,0.665423655875354,0.8794723197458554,0.5416312261516834,0.5481546728422368,0.5120066778740042,0.7137363881655228,0.9122992953356537,0.9090237434644485,0.9230954129813403,0.5931348497730822,0.8211899143428425,0.6261811333172969,0.5214771057343438
AZD-7624,0.026309187844965075,0.5047143831322608,0.4902906365464969,0.5047148763719671,0.061897799986446615,0.5028881992237058,0.0236716464334692,0.5402438314963814,0.15464685867566796,0.5352660412827399,0.5284782586635123,0.017362923475472872,0.06537250848094465,0.5482263985794417,0.48369618822150223,0.4981613621750076,4.0092940656762376e-14
BMS-561392,0.6548698538742661,0.4155990379407197,0.42157318800548826,0.049962592325952244,0.30034055531601445,0.26217319001262157,0.021536309707693525,0.7392451497456598,0.09808361388808146,0.14943300055210096,0.6847141271075905,0.6505978242710417,0.668806233093358,0.415827876228957,0.23211107843240741,0.45322480818901933,0.5292451540477138
MRS 1523,0.561743410435881,0.7454502808969049,0.5558702550508298,0.5641580469319775,0.7172468543964952,0.7646638410003219,0.25025468755941044,0.46867035332716295,0.6165758938519067,0.30952332714965153,0.7271224839271367,0.5601872797324615,0.3086681662890474,0.8178646292170424,0.7365914882338931,0.5619261527240683,0.5972439448621772
OSEMOZOTAN,0.7432814263576574,0.7516071352234617,0.6036928095419387,0.47889642470885585,0.6608964496173579,0.8113318364148983,0.736145410180417,0.7702375930383409,0.525955542985292,0.7466949604518376,0.6824864114417593,0.7123687542712227,0.6954823040153321,0.7828989595169948,0.7892221059751112,0.7705763034812512,0.6743939941493734
FAMITINIB,0.5583081570372024,0.5511158154584076,0.5553171574537479,0.5464728829800934,0.5459948220915392,0.5766630458769401,0.5379901225107482,0.5450072088708101,0.5548640980330017,0.5381998207114536,0.534214175535778,0.5385689577736594,7.165262559274276e-26,1.835309096465094e-21,0.5576945493549991,0.5529613614696571,0.5421369778935122
EPINEPHRINE,0.576339678251879,0.5394116445534793,0.5763368487403147,0.552209871110047,0.5310030541567418,0.5860691785548809,0.5787537245238034,0.5528604271468456,0.5667598174095672,0.5569973991386069,0.5348634892960202,0.5346885844623364,0.5244251633778476,0.9070100635375572,0.5793693293399664,0.5563299281724031,0.5289883210005195
L-NORLEUCINE,0.5254424480414227,0.5390549395715785,0.5500949349763612,0.530274056381086,0.5415332711620596,0.5363245317633613,0.5519928095028741,0.4066622476281398,0.5368287691144751,0.5354534269816339,0.540338059110871,0.5291452538106742,0.5547738063108886,0.5321114628268293,0.5367833888597858,0.5569871793118529,0.5372923424130565
APOPTONE,0.5586495621208809,0.8236079843741382,0.8496220354974942,0.5272680896246408,0.8074700718435466,0.5385834186571293,0.5399338243151358,0.5295305228548506,0.6564482772773239,0.5135533523478533,0.8196065901977581,0.7830960858081341,0.7965520700261063,0.5466055280755201,0.754045317638443,0.8144382702296988,0.5290083258322148
OMEPRAZOLE,0.5542237966983445,0.5557976951096613,0.5852042533548457,0.5701302335169556,0.5611556434229765,0.5743154941588642,0.5695327389335638,0.5394348960022037,0.5526971981653483,0.5624156562308854,0.5412342651816371,0.5517156533840868,0.5477701394955642,0.5354920875704527,0.5533290518406101,0.5650549779702718,0.5637554667290118
MITEMCINAL,0.6392747363619223,0.7706392695012598,0.8281997459295851,0.7949056939443,0.37666256314952967,0.823388176949033,0.8247493089262414,0.7737813037273871,0.7976938008579568,0.36185732796209,0.7525767791651465,0.554812750776487,0.5902636393262116,0.07053496030699255,0.6866095986560472,0.5439158858035814,0.7168596622388852
MSX-122,0.7960843256397864,0.8355062401412925,0.5918839799159278,0.8467531785738411,0.21101708895296495,0.6613441926657583,0.5297686801538273,0.44379037482886824,0.5233109408975628,0.8358269379548153,0.8039929348040904,0.7733114479785963,0.8178081487625475,0.4944881645946218,0.5795708920848872,0.36725829262749715,0.5601023670392495
TUG-770,0.3846810448117997,0.5310766564463838,0.5790603984818907,0.564288936134257,0.2358030872962809,0.15229999040852688,0.3256968902711185,0.4101219765372115,0.5757783625042131,0.6278710041546122,0.48605953509583943,0.6323043101463077,0.6304961819154785,0.5899558462136318,0.583375192822954,0.2423474802447491,0.535132367378212
IMMUCILLIN G,0.8120651699474241,0.6000932144951305,0.6492194085154974,0.7840632467478126,0.7565561752784506,0.5111739651770183,0.5997842082967707,0.7442970443067287,0.5263436187331701,0.7636681237846945,0.7927693602350075,0.5662994043026687,0.5468097735955565,0.8305722046601243,0.5492838055715892,0.5754308263571841,0.8281228005468764
QUERCETIN,1.6451846913806452e-07,0.002122577605782369,0.0027012041218322964,0.0005366111888102721,6.173874714293054e-07,7.384910901945565e-07,2.5494859178170918e-08,3.392569546773836e-08,0.00023307030067824146,3.954004931930111e-06,1.662167169323083e-05,9.673673048962986e-11,1.0064524338861333e-15,0.6132437169401455,0.005011448242005056,2.6761608724760515e-11,1.2861238351733395e-16
CHEMBL550795,0.5892133717159314,0.5308148748387741,0.5319838159977104,0.5642195059418125,0.18492081631617957,0.5360064957349913,0.5946873816017846,0.43784809178885015,0.5221093432337695,0.6449443022834418,0.2601357434437327,0.7567576436723018,0.6222259310331486,0.5519780972560481,0.5345914259740207,0.44536940164670574,0.7351338110988601
SEPTIDE,0.7618199847141632,0.7156072807370899,0.6325642556944652,0.765062706194596,0.7179427399832565,0.651786570967207,0.8112568222680014,0.8025335871440156,0.5968822507565004,0.7354485168295678,0.12649944100611182,0.7359893981502497,0.5351080893663467,0.7885195909296769,0.36702895575665684,0.5318784627945795,0.7385054842053032
LEVOMILNACIPRAN,0.9320701749091922,0.5411465930200716,0.5513619452471628,0.5355903272639471,0.849103350976589,0.5438537089761208,0.5717594891998824,0.5422546806526044,0.5507702846776723,0.5369657042270704,0.9039582185973438,0.9126708130137144,0.5238985865669329,0.5369700305345728,0.5526632189169691,0.5368295462819924,0.5400414638724479
SSR 240612,0.6501512159838109,0.6899577828503606,0.6546752201627358,0.3144536233594557,0.7131395703443726,0.5392691260556242,0.7691445567895645,0.5129335000805817,0.7200737282975515,0.6179927218612976,0.7035953980144939,0.4064326051040083,0.7365034553181522,0.45872782996427974,0.5437239513215668,0.37841478614028856,0.3589764347366844
NIZATIDINE,0.39282131861723857,0.4273227054406068,0.5349756783940464,0.8680995005871127,0.7441151871672439,0.6532684906810473,0.8236393252905206,0.6601856661332732,0.746427948489532,0.8091343481409399,0.7939479407486738,0.06317150872346587,0.668822710482121,0.6896555259905205,0.7848844303642893,0.7500858943071127,0.47250653509621754
